25	32	57
1.5	1.9	1.9
1.4	2.1	2.1
1.9	2.4	2.4
2.0	2.1	2.1
2.0	2.4	2.4
1.8	2.0	2.2
1.8	2.0	2.0
2.0	1.9	1.9
1.6	2.1	2.1
1.7	2.0	2.0
1.9	2.3	2.3
2.0	2.2	2.2
1.8	2.2	2.2
1.5	2.3	2.3
1.8	2.2	2.4
1.9	2.2	2.2
2.0	2.4	2.4
2.1	2.4	2.4
1.7	2.1	2.6
1.8	2.4	2.4
1.9	2.1	2.6
2.0	2.2	2.6
1.6	1.8	2.9
1.5	2.4	1.1
1.8	2.2	1.8
2.0	2.1	2.0
2.0	2.4	2.0
2.0	2.0	2.0
1.9	2.4	1.9
1.8	2.1	1.8
1.9	2.2	1.9
1.8	2.2	1.8
2.0	2.4	2.0
1.2	2.4	1.2
2.0	2.1	2.0
