S	Na 	Det Ndet
1	10	10	0
2	10	9	1
3	10	10	0
4	10	10	0
5	10	10	0
6	10	10	0
7	10	10	0
8	10	10	0
9	10	10	0
10	10	10	0
11	10	10	0
12	10	10	0
13	10	10	0
14	10	10	0
15	10	10	0
16	10	10	0
17	10	10	0
18	10	9	1
19	10	10	0
20	10	10	0
21	10	10	0
22	10	10	0
23	10	10	0
24	10	9	1
25	10	10	0
26	10	10	0
27	10	10	0
28	10	10	0
29	10	10	0
30	10	10	0
31	10	9	1
32	10	10	0
33	10	10	0
34	10	9	1
35	10	10	0

